claim_id,patient_id,provider_id,claim_date,specialty,diagnosis_code,procedure_code,medication_code,amount,status,injected_fraud_type,is_duplicate,is_abnormal_amount,is_specialty_mismatch,is_medication_error,rule_based_fraud,fraud_reasons,name,specialty_provider,location,years_experience,license_number,hospital_affiliation,phone,email,avg_claims_per_month,fraud_risk_score,is_high_risk
CLAIM00926,PAT00834,PROV0012,2025-09-14 15:20:12.348144,cardiology,D003,P003,M002,14690.69,rejected,none,False,False,False,False,False,None,Joel Baxter,gastroenterology,Seattle,15,LIC99733,Ramos PLC Medical Center,908-501-3267,joel.baxter@ramosplcmedicalcenterhospital.com,13,0.092,False
CLAIM00927,PAT00484,PROV0051,2025-07-11 15:20:12.348144,cardiology,D003,P003,M002,15065.87,rejected,none,False,False,False,False,False,None,Elijah Johnson,cardiology,New York,22,LIC27146,Flynn-Carter Medical Center,(862)538-6922x219,elijah.johnson@flynn-cartermedicalcenterhospital.com,26,0.065,False
CLAIM00928,PAT01076,PROV0067,2025-08-16 15:20:12.348144,gastroenterology,D017,P016,M015,8159.71,approved,none,False,False,False,False,False,None,Patrick Bonilla,general_medicine,Fort Worth,12,LIC90676,Reese and Sons Medical Center,(467)252-5459x9102,patrick.bonilla@reeseandsonsmedicalcenterhospital.com,35,0.219,False
CLAIM00929,PAT01197,PROV0076,2025-09-20 15:20:12.348144,gastroenterology,D018,P018,M006,5435.5,submitted,wrong_medication,False,False,False,True,True,Medication Error,Maria Jones,neurology,Boston,21,LIC68008,Grant Group Medical Center,349-625-1925x4629,maria.jones@grantgroupmedicalcenterhospital.com,42,0.171,False
CLAIM00930,PAT00563,PROV0045,2025-10-03 15:20:12.348144,neurology,D014,P014,M013,2994.22,approved,none,False,False,False,False,False,None,Cody Cox,cardiology,Chicago,35,LIC37938,Garrett-Wolf Medical Center,548.424.7710,cody.cox@garrett-wolfmedicalcenterhospital.com,18,0.373,False
CLAIM00931,PAT00232,PROV0099,2025-09-02 15:20:12.348144,oncology,D006,P005,M006,25913.69,approved,none,False,False,False,False,False,None,Dylan Hughes,oncology,Chicago,18,LIC69087,Duran-Ramirez Medical Center,+1-891-221-6558x523,dylan.hughes@duran-ramirezmedicalcenterhospital.com,39,0.228,False
CLAIM00932,PAT00297,PROV0023,2025-09-13 15:20:12.348144,oncology,D005,P006,M006,21285.46,submitted,none,False,False,False,False,False,None,Erika Terry,orthopedics,San Jose,16,LIC17592,"Martinez, Fisher and Bentley Medical Center",+1-729-994-6804x43699,"erika.terry@martinez,fisherandbentleymedicalcenterhospital.com",46,0.379,False
CLAIM00933,PAT01241,PROV0022,2025-06-21 15:20:12.348144,orthopedics,D009,P009,M007,46716.14,rejected,none,False,False,False,False,False,None,Cheryl Williams,neurology,Indianapolis,1,LIC88504,Smith-Frost Medical Center,+1-635-661-5951,cheryl.williams@smith-frostmedicalcenterhospital.com,11,0.045,False
CLAIM00934,PAT01132,PROV0002,2025-09-19 15:20:12.348144,oncology,D005,P006,M009,21612.63,rejected,wrong_medication,False,False,False,True,True,Medication Error,Kevin Pacheco,gastroenterology,Seattle,6,LIC87397,Blake and Sons Medical Center,001-765-642-3511x615,kevin.pacheco@blakeandsonsmedicalcenterhospital.com,11,0.037,False
CLAIM00935,PAT00796,PROV0094,2025-06-15 15:20:12.348144,cardiology,D002,P002,M004,4590.25,submitted,none,False,False,False,False,False,None,Tyler Hill,oncology,Houston,20,LIC99687,"Turner, Ferguson and Shaw Medical Center",(299)222-9959,"tyler.hill@turner,fergusonandshawmedicalcenterhospital.com",17,0.318,False
CLAIM00936,PAT00329,PROV0037,2025-10-03 15:20:12.348144,cardiology,D003,P002,M005,5289.32,approved,none,False,False,False,False,False,None,Nathan Stewart,general_medicine,Dallas,30,LIC47388,"Herrera, Gill and Lopez Medical Center",674.598.9413,"nathan.stewart@herrera,gillandlopezmedicalcenterhospital.com",45,0.265,False
CLAIM00937,PAT01007,PROV0034,2025-10-11 15:20:12.348144,orthopedics,D009,P008,M009,8347.82,submitted,none,False,False,False,False,False,None,Nicholas Adams,orthopedics,Charlotte,16,LIC19880,Rivas Inc Medical Center,973-579-9650x752,nicholas.adams@rivasincmedicalcenterhospital.com,45,0.039,False
CLAIM00938,PAT01431,PROV0037,2025-08-18 15:20:12.348144,cardiology,D003,P001,M005,2952.52,rejected,none,False,False,False,False,False,None,Nathan Stewart,general_medicine,Dallas,30,LIC47388,"Herrera, Gill and Lopez Medical Center",674.598.9413,"nathan.stewart@herrera,gillandlopezmedicalcenterhospital.com",45,0.265,False
CLAIM00939,PAT00670,PROV0056,2025-10-07 15:20:12.348144,general_medicine,D012,P010,M011,514.14,submitted,none,False,False,False,False,False,None,Caleb Richardson,gastroenterology,Phoenix,16,LIC31299,"Chambers, Richards and Carson Medical Center",(613)870-9859x317,"caleb.richardson@chambers,richardsandcarsonmedicalcenterhospital.com",21,0.353,False
CLAIM00940,PAT01313,PROV0008,2025-07-17 15:20:12.348144,oncology,D004,P005,M006,25641.48,approved,none,False,False,False,False,False,None,Katherine Rodriguez,orthopedics,Denver,13,LIC19116,Koch-Decker Medical Center,430-639-1171x8227,katherine.rodriguez@koch-deckermedicalcenterhospital.com,79,0.871,True
CLAIM00941,PAT00227,PROV0070,2025-07-23 15:20:12.348144,orthopedics,D007,P009,M007,48122.64,rejected,none,False,False,False,False,False,None,Patrick Graham,gastroenterology,Philadelphia,6,LIC47196,Morse-Atkins Medical Center,001-769-466-4160,patrick.graham@morse-atkinsmedicalcenterhospital.com,50,0.248,False
CLAIM00942,PAT00655,PROV0070,2025-10-06 15:20:12.348144,orthopedics,D008,P009,M007,42846.12,rejected,none,False,False,False,False,False,None,Patrick Graham,gastroenterology,Philadelphia,6,LIC47196,Morse-Atkins Medical Center,001-769-466-4160,patrick.graham@morse-atkinsmedicalcenterhospital.com,50,0.248,False
CLAIM00943,PAT00671,PROV0073,2025-08-24 15:20:12.348144,neurology,D013,P013,M012,4867.6,approved,none,False,False,False,False,False,None,Sonia Day,gastroenterology,Fort Worth,32,LIC62383,"Morris, Maddox and Stewart Medical Center",917.974.4905x814,"sonia.day@morris,maddoxandstewartmedicalcenterhospital.com",10,0.357,False
CLAIM00944,PAT01169,PROV0020,2025-08-09 15:20:12.348144,general_medicine,D010,P010,M010,540.68,approved,none,False,False,False,False,False,None,Sharon Cochran,general_medicine,New York,17,LIC75612,Moore-Haynes Medical Center,(707)633-7543x3036,sharon.cochran@moore-haynesmedicalcenterhospital.com,42,0.365,False
CLAIM00945,PAT01437,PROV0072,2025-07-26 15:20:12.348144,neurology,D013,P007,M012,3060.24,submitted,mismatch_specialty_procedure,False,False,True,False,True,Specialty-Procedure Mismatch,Angela Schultz,oncology,San Francisco,5,LIC69692,"Hicks, Bullock and Bailey Medical Center",001-923-912-4329x2127,"angela.schultz@hicks,bullockandbaileymedicalcenterhospital.com",50,0.23,False
CLAIM00946,PAT01162,PROV0065,2025-07-13 15:20:12.348144,oncology,D004,P006,M006,21093.44,approved,none,False,False,False,False,False,None,Shane Pugh,gastroenterology,Austin,21,LIC96951,Parrish-Griffith Medical Center,794-351-9832x7315,shane.pugh@parrish-griffithmedicalcenterhospital.com,29,0.203,False
CLAIM00947,PAT01013,PROV0023,2025-07-13 15:20:12.348144,oncology,D004,P006,M006,18762.18,approved,none,False,False,False,False,False,None,Erika Terry,orthopedics,San Jose,16,LIC17592,"Martinez, Fisher and Bentley Medical Center",+1-729-994-6804x43699,"erika.terry@martinez,fisherandbentleymedicalcenterhospital.com",46,0.379,False
CLAIM00948,PAT01013,PROV0031,2025-09-18 15:20:12.348144,general_medicine,D010,P011,M010,1020.02,approved,none,False,False,False,False,False,None,Alex Hernandez,general_medicine,San Antonio,7,LIC22704,Wells Inc Medical Center,001-437-645-2991,alex.hernandez@wellsincmedicalcenterhospital.com,32,0.169,False
CLAIM00949,PAT00388,PROV0050,2025-09-28 15:20:12.348144,cardiology,D001,P002,M001,4528.77,approved,none,False,False,False,False,False,None,Jennifer Miller,neurology,San Francisco,17,LIC16658,Phelps-Villarreal Medical Center,(357)980-9134x3161,jennifer.miller@phelps-villarrealmedicalcenterhospital.com,104,0.89,True
CLAIM00950,PAT00924,PROV0074,2025-08-15 15:20:12.348144,cardiology,D002,P003,M011,13757.22,approved,wrong_medication,False,False,False,True,True,Medication Error,Jacob Mitchell,cardiology,Columbus,15,LIC33053,"Lin, Wyatt and Gilbert Medical Center",267.998.0793x59782,"jacob.mitchell@lin,wyattandgilbertmedicalcenterhospital.com",43,0.186,False
CLAIM00951,PAT01407,PROV0001,2025-08-06 15:20:12.348144,gastroenterology,D018,P017,M016,49368.0,approved,abnormal_amount,False,True,False,False,True,Abnormal Amount,Allison Hill,gastroenterology,Houston,2,LIC46048,Taylor Inc Medical Center,+1-581-896-0013x38908,allison.hill@taylorincmedicalcenterhospital.com,18,0.295,False
CLAIM00952,PAT00107,PROV0004,2025-09-06 15:20:12.348144,oncology,D004,P005,M006,27483.7,rejected,none,False,False,False,False,False,None,Holly Wood,general_medicine,Denver,18,LIC10851,Santiago Ltd Medical Center,+1-519-228-3276x48350,holly.wood@santiagoltdmedicalcenterhospital.com,20,0.279,False
CLAIM00953,PAT01226,PROV0093,2025-06-24 15:20:12.348144,general_medicine,D010,P011,M010,960.5,approved,none,False,False,False,False,False,None,Penny Bowman,neurology,Fort Worth,26,LIC35995,Saunders and Sons Medical Center,(380)618-2422x53584,penny.bowman@saundersandsonsmedicalcenterhospital.com,138,0.891,True
CLAIM00954,PAT00271,PROV0039,2025-11-03 15:20:12.348144,orthopedics,D007,P009,M007,42842.62,rejected,none,False,False,False,False,False,None,Vincent King,neurology,Los Angeles,21,LIC17492,Wilson-Jones Medical Center,519.802.2941x3186,vincent.king@wilson-jonesmedicalcenterhospital.com,111,0.776,True
CLAIM00955,PAT00695,PROV0058,2025-10-10 15:20:12.348144,gastroenterology,D016,P016,M006,8336.41,approved,wrong_medication,False,False,False,True,True,Medication Error,Lisa Crosby,gastroenterology,Houston,25,LIC15075,Johnson-Wood Medical Center,373.951.5850x643,lisa.crosby@johnson-woodmedicalcenterhospital.com,24,0.08,False
CLAIM00956,PAT00091,PROV0049,2025-07-15 15:20:12.348144,neurology,D014,P014,M013,3255.74,approved,none,False,False,False,False,False,None,Andrew Shaw MD,orthopedics,Boston,14,LIC54942,Sawyer Group Medical Center,687-702-6217,andrew.shaw.md@sawyergroupmedicalcenterhospital.com,50,0.341,False
CLAIM00957,PAT00540,PROV0033,2025-11-16 15:20:12.348144,gastroenterology,D017,P018,M015,4935.78,submitted,none,False,False,False,False,False,None,Mary Jones,cardiology,San Diego,13,LIC34931,"Peterson, Atkinson and Short Medical Center",965-972-6284,"mary.jones@peterson,atkinsonandshortmedicalcenterhospital.com",18,0.169,False
CLAIM00958,PAT01007,PROV0061,2025-07-21 15:20:12.348144,oncology,D006,P006,M006,67325.65,submitted,abnormal_amount,False,True,False,False,True,Abnormal Amount,Derek Martinez,neurology,Austin,2,LIC25118,Fox-Reese Medical Center,975.289.1783x9084,derek.martinez@fox-reesemedicalcenterhospital.com,26,0.071,False
CLAIM00959,PAT00964,PROV0073,2025-08-18 15:20:12.348144,neurology,D013,P015,M012,29704.32,approved,abnormal_amount,False,True,False,False,True,Abnormal Amount,Sonia Day,gastroenterology,Fort Worth,32,LIC62383,"Morris, Maddox and Stewart Medical Center",917.974.4905x814,"sonia.day@morris,maddoxandstewartmedicalcenterhospital.com",10,0.357,False
CLAIM00960,PAT01453,PROV0076,2025-11-03 15:20:12.348144,gastroenterology,D017,P017,M015,11069.98,rejected,none,False,False,False,False,False,None,Maria Jones,neurology,Boston,21,LIC68008,Grant Group Medical Center,349-625-1925x4629,maria.jones@grantgroupmedicalcenterhospital.com,42,0.171,False
CLAIM00961,PAT00254,PROV0068,2025-09-10 15:20:12.348144,oncology,D004,P004,M006,7489.05,submitted,none,False,False,False,False,False,None,Denise Stanley,cardiology,San Jose,19,LIC37549,Lawson-Perry Medical Center,681.256.1497,denise.stanley@lawson-perrymedicalcenterhospital.com,47,0.243,False
CLAIM00962,PAT00559,PROV0031,2025-11-04 15:20:12.348144,general_medicine,D012,P012,M011,2033.42,submitted,none,False,False,False,False,False,None,Alex Hernandez,general_medicine,San Antonio,7,LIC22704,Wells Inc Medical Center,001-437-645-2991,alex.hernandez@wellsincmedicalcenterhospital.com,32,0.169,False
CLAIM00963,PAT01169,PROV0079,2025-07-29 15:20:12.348144,orthopedics,D008,P010,M007,2107.3,rejected,mismatch_specialty_procedure,False,False,True,False,True,Specialty-Procedure Mismatch,Jackson Ball,orthopedics,San Diego,18,LIC54020,Bishop-Goodwin Medical Center,838.834.7359x774,jackson.ball@bishop-goodwinmedicalcenterhospital.com,44,0.032,False
CLAIM00964,PAT00583,PROV0060,2025-12-04 15:20:12.348144,general_medicine,D012,P010,M011,487.36,submitted,none,False,False,False,False,False,None,Rachel Carlson,orthopedics,Chicago,18,LIC56025,Garrison-Thomas Medical Center,(584)721-0205,rachel.carlson@garrison-thomasmedicalcenterhospital.com,35,0.272,False
CLAIM00965,PAT00315,PROV0060,2025-06-20 15:20:12.348144,general_medicine,D010,P011,M010,990.81,approved,none,False,False,False,False,False,None,Rachel Carlson,orthopedics,Chicago,18,LIC56025,Garrison-Thomas Medical Center,(584)721-0205,rachel.carlson@garrison-thomasmedicalcenterhospital.com,35,0.272,False
CLAIM00966,PAT00012,PROV0096,2025-09-05 15:20:12.348144,neurology,D013,P015,M012,7719.86,rejected,none,False,False,False,False,False,None,John Peterson,gastroenterology,Austin,1,LIC65057,Edwards Ltd Medical Center,556-425-8815x37147,john.peterson@edwardsltdmedicalcenterhospital.com,16,0.173,False
CLAIM00967,PAT01166,PROV0074,2025-07-16 15:20:12.348144,cardiology,D001,P001,M002,2893.9,submitted,none,False,False,False,False,False,None,Jacob Mitchell,cardiology,Columbus,15,LIC33053,"Lin, Wyatt and Gilbert Medical Center",267.998.0793x59782,"jacob.mitchell@lin,wyattandgilbertmedicalcenterhospital.com",43,0.186,False
CLAIM00968,PAT01121,PROV0026,2025-11-14 15:20:12.348144,oncology,D005,P004,M006,7608.26,submitted,none,False,False,False,False,False,None,Mary Travis,neurology,San Antonio,20,LIC62296,"Stewart, Fischer and Ramos Medical Center",001-586-687-2774x3487,"mary.travis@stewart,fischerandramosmedicalcenterhospital.com",33,0.175,False
CLAIM00969,PAT00817,PROV0055,2025-07-05 15:20:12.348144,cardiology,D001,P001,M001,2933.1,approved,none,False,False,False,False,False,None,Roger Olson,oncology,San Diego,7,LIC56357,Francis-Morgan Medical Center,871-223-6851,roger.olson@francis-morganmedicalcenterhospital.com,36,0.39,False
CLAIM00970,PAT01340,PROV0024,2025-07-22 15:20:12.348144,gastroenterology,D016,P017,M015,12722.64,rejected,none,False,False,False,False,False,None,Michael Dixon,cardiology,San Francisco,5,LIC79822,"Jackson, Miller and Robertson Medical Center",+1-395-913-4332x0037,"michael.dixon@jackson,millerandrobertsonmedicalcenterhospital.com",18,0.264,False
CLAIM00971,PAT00636,PROV0033,2025-12-05 15:20:12.348144,gastroenterology,D018,P016,M016,8264.83,approved,none,False,False,False,False,False,None,Mary Jones,cardiology,San Diego,13,LIC34931,"Peterson, Atkinson and Short Medical Center",965-972-6284,"mary.jones@peterson,atkinsonandshortmedicalcenterhospital.com",18,0.169,False
CLAIM00972,PAT01003,PROV0017,2025-10-05 15:20:12.348144,orthopedics,D008,P014,M008,8100.89,approved,mismatch_specialty_procedure,False,False,True,False,True,Specialty-Procedure Mismatch,Brian Tran,cardiology,Phoenix,11,LIC99192,Campbell-Clark Medical Center,634-487-4016x40052,brian.tran@campbell-clarkmedicalcenterhospital.com,14,0.154,False
CLAIM00973,PAT01258,PROV0004,2025-07-30 15:20:12.348144,oncology,D005,P006,M006,18371.79,rejected,none,False,False,False,False,False,None,Holly Wood,general_medicine,Denver,18,LIC10851,Santiago Ltd Medical Center,+1-519-228-3276x48350,holly.wood@santiagoltdmedicalcenterhospital.com,20,0.279,False
CLAIM00974,PAT00950,PROV0010,2025-12-03 15:20:12.348144,orthopedics,D007,P009,M007,48876.01,rejected,none,False,False,False,False,False,None,Michael Brown,oncology,Jacksonville,23,LIC37460,Whitehead LLC Medical Center,983-547-3829,michael.brown@whiteheadllcmedicalcenterhospital.com,14,0.244,False
CLAIM00975,PAT01075,PROV0042,2025-07-04 15:20:12.348144,gastroenterology,D017,P017,M015,10990.04,approved,none,False,False,False,False,False,None,Christopher Parker,neurology,Los Angeles,6,LIC64948,"Holloway, Morse and Gonzales Medical Center",746.648.8771x906,"christopher.parker@holloway,morseandgonzalesmedicalcenterhospital.com",46,0.209,False
CLAIM00976,PAT00262,PROV0062,2025-12-05 15:20:12.348144,cardiology,D002,P001,M004,2877.29,submitted,none,False,False,False,False,False,None,John Morales,orthopedics,Los Angeles,7,LIC88193,"Rodriguez, Joseph and Wallace Medical Center",759-821-2499,"john.morales@rodriguez,josephandwallacemedicalcenterhospital.com",30,0.175,False
CLAIM00977,PAT00093,PROV0081,2025-10-22 15:20:12.348144,neurology,D013,P015,M012,7860.83,approved,none,False,False,False,False,False,None,Thomas Velasquez,orthopedics,Seattle,30,LIC64496,Arias-Perry Medical Center,(485)236-1530x5152,thomas.velasquez@arias-perrymedicalcenterhospital.com,103,0.736,True
CLAIM00978,PAT01165,PROV0067,2025-08-16 15:20:12.348144,gastroenterology,D017,P010,M015,12644.75,submitted,mismatch_specialty_procedure,False,False,True,False,True,Specialty-Procedure Mismatch,Patrick Bonilla,general_medicine,Fort Worth,12,LIC90676,Reese and Sons Medical Center,(467)252-5459x9102,patrick.bonilla@reeseandsonsmedicalcenterhospital.com,35,0.219,False
CLAIM00979,PAT00374,PROV0033,2025-09-21 15:20:12.348144,gastroenterology,D016,P016,M015,8602.81,approved,none,False,False,False,False,False,None,Mary Jones,cardiology,San Diego,13,LIC34931,"Peterson, Atkinson and Short Medical Center",965-972-6284,"mary.jones@peterson,atkinsonandshortmedicalcenterhospital.com",18,0.169,False
CLAIM00980,PAT01483,PROV0067,2025-10-07 15:20:12.348144,gastroenterology,D018,P017,M016,11619.2,submitted,none,False,False,False,False,False,None,Patrick Bonilla,general_medicine,Fort Worth,12,LIC90676,Reese and Sons Medical Center,(467)252-5459x9102,patrick.bonilla@reeseandsonsmedicalcenterhospital.com,35,0.219,False
CLAIM00981,PAT00571,PROV0012,2025-11-06 15:20:12.348144,cardiology,D001,P002,M001,5108.99,submitted,duplicate_billing,True,False,False,False,True,Duplicate Billing,Joel Baxter,gastroenterology,Seattle,15,LIC99733,Ramos PLC Medical Center,908-501-3267,joel.baxter@ramosplcmedicalcenterhospital.com,13,0.092,False
CLAIM00982,PAT00028,PROV0066,2025-07-26 15:20:12.348144,orthopedics,D009,P008,M009,8306.89,rejected,none,False,False,False,False,False,None,Laura Aguirre,gastroenterology,Columbus,21,LIC62743,"Villegas, Cardenas and Austin Medical Center",+1-480-894-0244x5502,"laura.aguirre@villegas,cardenasandaustinmedicalcenterhospital.com",45,0.051,False
CLAIM00983,PAT01233,PROV0079,2025-10-15 15:20:12.348144,orthopedics,D008,P009,M008,46715.96,rejected,none,False,False,False,False,False,None,Jackson Ball,orthopedics,San Diego,18,LIC54020,Bishop-Goodwin Medical Center,838.834.7359x774,jackson.ball@bishop-goodwinmedicalcenterhospital.com,44,0.032,False
CLAIM00984,PAT00620,PROV0028,2025-07-05 15:20:12.348144,oncology,D004,P004,M006,7505.28,submitted,none,False,False,False,False,False,None,Daniel Fisher,neurology,San Diego,15,LIC10942,"Shah, Smith and Gilmore Medical Center",001-567-905-4668,"daniel.fisher@shah,smithandgilmoremedicalcenterhospital.com",130,0.621,True
CLAIM00985,PAT00386,PROV0089,2025-06-19 15:20:12.348144,gastroenterology,D016,P017,M015,12359.38,approved,none,False,False,False,False,False,None,Holly Reyes,orthopedics,San Diego,5,LIC95426,"Johnson, Hernandez and Cole Medical Center",(357)219-2856x543,"holly.reyes@johnson,hernandezandcolemedicalcenterhospital.com",53,0.932,True
CLAIM00986,PAT00732,PROV0095,2025-06-25 15:20:12.348144,oncology,D006,P005,M006,23122.38,submitted,duplicate_billing,True,False,False,False,True,Duplicate Billing,Travis Wise,neurology,Los Angeles,23,LIC79827,Curtis-Wang Medical Center,(490)978-4473x64710,travis.wise@curtis-wangmedicalcenterhospital.com,33,0.028,False
CLAIM00987,PAT00313,PROV0006,2025-12-09 15:20:12.348144,general_medicine,D011,P011,M010,903.93,approved,none,False,False,False,False,False,None,Brenda Snyder PhD,general_medicine,Houston,23,LIC55082,Hernandez and Sons Medical Center,+1-669-716-6978x48018,brenda.snyder.phd@hernandezandsonsmedicalcenterhospital.com,12,0.292,False
CLAIM00988,PAT00413,PROV0086,2025-08-27 15:20:12.348144,orthopedics,D009,P008,M007,7734.16,submitted,none,False,False,False,False,False,None,Kaylee Hays,cardiology,Chicago,28,LIC27786,"Kennedy, Johnson and Lucas Medical Center",950-954-1566x7652,"kaylee.hays@kennedy,johnsonandlucasmedicalcenterhospital.com",21,0.02,False
CLAIM00989,PAT01461,PROV0087,2025-10-01 15:20:12.348144,neurology,D014,P014,M013,2722.21,approved,none,False,False,False,False,False,None,Robert Adams,general_medicine,Austin,14,LIC69598,Acosta Inc Medical Center,(492)984-5115x44796,robert.adams@acostaincmedicalcenterhospital.com,34,0.111,False
CLAIM00990,PAT00980,PROV0046,2025-10-29 15:20:12.348144,gastroenterology,D016,P018,M015,4893.72,submitted,duplicate_billing,True,False,False,False,True,Duplicate Billing,Adam Russell,cardiology,San Diego,24,LIC47353,Gay Inc Medical Center,412.874.8467x737,adam.russell@gayincmedicalcenterhospital.com,44,0.281,False
CLAIM00991,PAT00647,PROV0096,2025-11-01 15:20:12.348144,neurology,D013,P014,M012,3233.48,submitted,none,False,False,False,False,False,None,John Peterson,gastroenterology,Austin,1,LIC65057,Edwards Ltd Medical Center,556-425-8815x37147,john.peterson@edwardsltdmedicalcenterhospital.com,16,0.173,False
CLAIM00992,PAT01324,PROV0028,2025-09-09 15:20:12.348144,oncology,D005,P006,M006,18083.23,approved,none,False,False,False,False,False,None,Daniel Fisher,neurology,San Diego,15,LIC10942,"Shah, Smith and Gilmore Medical Center",001-567-905-4668,"daniel.fisher@shah,smithandgilmoremedicalcenterhospital.com",130,0.621,True
CLAIM00993,PAT00962,PROV0090,2025-09-09 15:20:12.348144,cardiology,D002,P001,M003,3052.6,rejected,none,False,False,False,False,False,None,Kathryn Hughes,oncology,New York,10,LIC41266,"Wilson, Hampton and Padilla Medical Center",494.973.1217,"kathryn.hughes@wilson,hamptonandpadillamedicalcenterhospital.com",17,0.226,False
CLAIM00994,PAT01234,PROV0043,2025-11-28 15:20:12.348144,oncology,D005,P004,M006,8356.79,approved,none,False,False,False,False,False,None,Darryl Craig,orthopedics,San Antonio,21,LIC41285,"Matthews, Smith and Hubbard Medical Center",390-927-8742x967,"darryl.craig@matthews,smithandhubbardmedicalcenterhospital.com",18,0.269,False
CLAIM00995,PAT01379,PROV0054,2025-11-27 15:20:12.348144,general_medicine,D012,P011,M011,1059.95,submitted,none,False,False,False,False,False,None,Stephanie Lucas,general_medicine,Phoenix,3,LIC50404,Kramer-Johnson Medical Center,(621)445-6232x858,stephanie.lucas@kramer-johnsonmedicalcenterhospital.com,12,0.36,False
CLAIM00996,PAT00579,PROV0081,2025-12-06 15:20:12.348144,neurology,D015,P013,M014,4629.1,submitted,none,False,False,False,False,False,None,Thomas Velasquez,orthopedics,Seattle,30,LIC64496,Arias-Perry Medical Center,(485)236-1530x5152,thomas.velasquez@arias-perrymedicalcenterhospital.com,103,0.736,True
CLAIM00997,PAT01008,PROV0036,2025-07-08 15:20:12.348144,gastroenterology,D017,P017,M015,36435.13,rejected,abnormal_amount,False,True,False,False,True,Abnormal Amount,Daniel Holt,general_medicine,San Francisco,14,LIC62565,Beck-Wood Medical Center,+1-685-668-5574,daniel.holt@beck-woodmedicalcenterhospital.com,20,0.152,False
CLAIM00998,PAT00645,PROV0075,2025-08-16 15:20:12.348144,neurology,D014,P013,M013,5364.91,submitted,duplicate_billing,True,False,False,False,True,Duplicate Billing,Steven Cooper,neurology,San Diego,8,LIC69829,"Miller, Lucas and Williams Medical Center",001-777-288-9255x466,"steven.cooper@miller,lucasandwilliamsmedicalcenterhospital.com",39,0.267,False
CLAIM00999,PAT00692,PROV0004,2025-10-01 15:20:12.348144,oncology,D004,P006,M006,18482.75,submitted,none,False,False,False,False,False,None,Holly Wood,general_medicine,Denver,18,LIC10851,Santiago Ltd Medical Center,+1-519-228-3276x48350,holly.wood@santiagoltdmedicalcenterhospital.com,20,0.279,False
CLAIM01000,PAT00697,PROV0063,2025-09-11 15:20:12.348144,oncology,D004,P006,M006,21585.27,rejected,none,False,False,False,False,False,None,Kerry Chavez DDS,neurology,Houston,25,LIC85574,Mcguire Inc Medical Center,+1-883-767-3657x6615,kerry.chavez.dds@mcguireincmedicalcenterhospital.com,12,0.284,False
CLAIM01001,PAT01238,PROV0074,2025-12-01 15:20:12.348144,cardiology,D001,P003,M001,16279.9,approved,none,True,False,False,False,True,Duplicate Billing,Jacob Mitchell,cardiology,Columbus,15,LIC33053,"Lin, Wyatt and Gilbert Medical Center",267.998.0793x59782,"jacob.mitchell@lin,wyattandgilbertmedicalcenterhospital.com",43,0.186,False
CLAIM01002,PAT00228,PROV0054,2025-07-10 15:20:12.348144,general_medicine,D012,P012,M011,2129.44,submitted,none,False,False,False,False,False,None,Stephanie Lucas,general_medicine,Phoenix,3,LIC50404,Kramer-Johnson Medical Center,(621)445-6232x858,stephanie.lucas@kramer-johnsonmedicalcenterhospital.com,12,0.36,False
CLAIM01003,PAT00343,PROV0036,2025-11-21 15:20:12.348144,gastroenterology,D016,P016,M015,7451.25,approved,none,False,False,False,False,False,None,Daniel Holt,general_medicine,San Francisco,14,LIC62565,Beck-Wood Medical Center,+1-685-668-5574,daniel.holt@beck-woodmedicalcenterhospital.com,20,0.152,False
CLAIM01004,PAT01037,PROV0035,2025-10-18 15:20:12.348144,oncology,D006,P004,M006,8235.35,approved,none,False,False,False,False,False,None,David Ramirez,gastroenterology,Seattle,1,LIC22224,"Haynes, Hill and Smith Medical Center",913.267.8377,"david.ramirez@haynes,hillandsmithmedicalcenterhospital.com",25,0.067,False
CLAIM01005,PAT00252,PROV0026,2025-08-03 15:20:12.348144,oncology,D005,P005,M006,23726.58,approved,none,False,False,False,False,False,None,Mary Travis,neurology,San Antonio,20,LIC62296,"Stewart, Fischer and Ramos Medical Center",001-586-687-2774x3487,"mary.travis@stewart,fischerandramosmedicalcenterhospital.com",33,0.175,False
CLAIM01006,PAT01035,PROV0067,2025-07-26 15:20:12.348144,gastroenterology,D016,P017,M015,12516.48,approved,none,False,False,False,False,False,None,Patrick Bonilla,general_medicine,Fort Worth,12,LIC90676,Reese and Sons Medical Center,(467)252-5459x9102,patrick.bonilla@reeseandsonsmedicalcenterhospital.com,35,0.219,False
CLAIM01007,PAT01362,PROV0027,2025-08-14 15:20:12.348144,neurology,D013,P015,M012,8459.55,submitted,none,False,False,False,False,False,None,Micheal Young,neurology,Charlotte,8,LIC42493,Flores-Fernandez Medical Center,(723)962-3166,micheal.young@flores-fernandezmedicalcenterhospital.com,31,0.008,False
CLAIM01008,PAT00847,PROV0059,2025-09-25 15:20:12.348144,oncology,D005,P006,M001,21774.96,approved,wrong_medication,False,False,False,True,True,Medication Error,Daniel Fowler,general_medicine,Jacksonville,20,LIC39831,Williams LLC Medical Center,529.731.8393,daniel.fowler@williamsllcmedicalcenterhospital.com,22,0.159,False
